admin_dong_code_20260701,sido_name_20260701,district_name_20260701,dong_name_20260701,source_reference_date,source_district_name_2024,source_dong_name_2024,mapping_status,mapping_method,source_values_assignable_to_current_dong,recipient_count_living_all_ages,recipient_count_living_age_65_plus,recipient_count_living_age_75_plus,recipient_count_living_age_85_plus,recipient_count_medical_all_ages,recipient_count_medical_age_65_plus,recipient_count_medical_age_75_plus,recipient_count_medical_age_85_plus,recipient_count_housing_all_ages,recipient_count_housing_age_65_plus,recipient_count_housing_age_75_plus,recipient_count_housing_age_85_plus,recipient_count_education_all_ages,recipient_count_education_age_65_plus,recipient_count_education_age_75_plus,recipient_count_education_age_85_plus
2827555000,인천광역시,서해구,석남1동,2024-12-31,서구,석남1동,one_to_one_mapped,unique_exact_dong_name,True,1209,471,210,69,149,47,17,5,458,169,92,38,31,0,0,0
2827556000,인천광역시,서해구,석남2동,2024-12-31,서구,석남2동,one_to_one_mapped,unique_exact_dong_name,True,689,274,123,40,48,22,13,1,291,125,75,22,29,1,0,0
2827556100,인천광역시,서해구,석남3동,2024-12-31,서구,석남3동,one_to_one_mapped,unique_exact_dong_name,True,842,323,169,56,75,23,10,2,457,143,89,33,24,0,0,0
2827557500,인천광역시,서해구,신현원창동,2024-12-31,서구,신현원창동,one_to_one_mapped,unique_exact_dong_name,True,1006,327,159,60,124,27,8,2,530,131,85,38,36,0,0,0
2827558000,인천광역시,서해구,가좌1동,2024-12-31,서구,가좌1동,one_to_one_mapped,unique_exact_dong_name,True,981,375,188,58,106,39,12,4,432,155,102,34,30,0,0,0
2827559000,인천광역시,서해구,가좌2동,2024-12-31,서구,가좌2동,one_to_one_mapped,unique_exact_dong_name,True,399,182,98,47,46,16,7,1,298,137,95,40,24,0,0,0
2827560000,인천광역시,서해구,가좌3동,2024-12-31,서구,가좌3동,one_to_one_mapped,unique_exact_dong_name,True,891,393,226,82,92,29,14,5,349,150,88,34,33,0,0,0
2827561000,인천광역시,서해구,가좌4동,2024-12-31,서구,가좌4동,one_to_one_mapped,unique_exact_dong_name,True,354,169,98,40,21,8,3,1,182,69,37,10,15,0,0,0
2829051000,인천광역시,검단구,검단동,2024-12-31,서구,검단동,one_to_one_mapped,unique_exact_dong_name,True,1205,383,178,52,126,43,27,2,650,174,110,46,64,0,0,0
2829052000,인천광역시,검단구,불로대곡동,2024-12-31,서구,불로대곡동,one_to_one_mapped,unique_exact_dong_name,True,414,172,102,48,36,11,5,0,364,102,80,30,38,0,0,0
2829053000,인천광역시,검단구,원당동,2024-12-31,서구,원당동,one_to_one_mapped,unique_exact_dong_name,True,503,148,77,28,24,12,4,1,329,62,37,12,33,0,0,0
2829054000,인천광역시,검단구,당하동,2024-12-31,서구,당하동,one_to_one_mapped,unique_exact_dong_name,True,780,301,141,50,83,33,9,3,649,200,97,29,23,0,0,0
2829055000,인천광역시,검단구,오류왕길동,2024-12-31,서구,오류왕길동,one_to_one_mapped,unique_exact_dong_name,True,625,302,166,67,60,23,11,5,377,145,93,42,25,0,0,0
2829056000,인천광역시,검단구,마전동,2024-12-31,서구,마전동,one_to_one_mapped,unique_exact_dong_name,True,253,84,45,15,33,7,4,0,235,61,45,18,29,0,0,0
2829057000,인천광역시,검단구,아라1동,2024-12-31,서구,아라동,one_to_many_split_unresolved,pre_split_source_value_retained_but_not_allocated,False,,,,,,,,,,,,,,,,
2829058000,인천광역시,검단구,아라2동,2024-12-31,서구,아라동,one_to_many_split_unresolved,pre_split_source_value_retained_but_not_allocated,False,,,,,,,,,,,,,,,,
2871025000,인천광역시,강화군,강화읍,2024-12-31,강화군,강화읍,one_to_one_mapped,unique_exact_dong_name,True,1360,687,378,126,127,35,16,4,599,298,221,89,37,0,0,0
2871031000,인천광역시,강화군,선원면,2024-12-31,강화군,선원면,one_to_one_mapped,unique_exact_dong_name,True,156,83,45,18,9,5,1,0,115,74,63,37,8,0,0,0
2871032000,인천광역시,강화군,불은면,2024-12-31,강화군,불은면,one_to_one_mapped,unique_exact_dong_name,True,159,94,60,22,20,11,7,1,76,51,44,24,6,0,0,0
2871033000,인천광역시,강화군,길상면,2024-12-31,강화군,길상면,one_to_one_mapped,unique_exact_dong_name,True,209,108,56,24,11,4,2,0,86,33,24,9,11,0,0,0
2871034000,인천광역시,강화군,화도면,2024-12-31,강화군,화도면,one_to_one_mapped,unique_exact_dong_name,True,114,72,46,30,11,9,5,0,36,23,16,8,3,0,0,0
2871035000,인천광역시,강화군,양도면,2024-12-31,강화군,양도면,one_to_one_mapped,unique_exact_dong_name,True,98,54,35,19,12,10,5,1,51,31,24,16,6,0,0,0
2871036000,인천광역시,강화군,내가면,2024-12-31,강화군,내가면,one_to_one_mapped,unique_exact_dong_name,True,110,69,44,21,10,7,4,2,45,28,25,12,3,0,0,0
2871037000,인천광역시,강화군,하점면,2024-12-31,강화군,하점면,one_to_one_mapped,unique_exact_dong_name,True,142,72,41,16,9,5,1,1,41,36,31,18,0,0,0,0
2871038000,인천광역시,강화군,양사면,2024-12-31,강화군,양사면,one_to_one_mapped,unique_exact_dong_name,True,56,38,27,10,3,1,0,0,11,11,9,5,5,0,0,0
2871039000,인천광역시,강화군,송해면,2024-12-31,강화군,송해면,one_to_one_mapped,unique_exact_dong_name,True,109,62,39,20,5,2,2,0,43,25,24,15,5,0,0,0
2871040000,인천광역시,강화군,교동면,2024-12-31,강화군,교동면,one_to_one_mapped,unique_exact_dong_name,True,88,57,42,16,6,4,1,0,65,45,41,20,5,0,0,0
2871041000,인천광역시,강화군,삼산면,2024-12-31,강화군,삼산면,one_to_one_mapped,unique_exact_dong_name,True,72,56,35,19,5,4,2,1,26,22,18,8,4,0,0,0
2871042000,인천광역시,강화군,서도면,2024-12-31,강화군,서도면,one_to_one_mapped,unique_exact_dong_name,True,18,14,7,5,4,3,1,1,2,2,2,1,0,0,0,0
2871042500,인천광역시,강화군,서도면볼음출장소,2024-12-31,강화군,볼음출장소,one_to_one_mapped,documented_parent_prefix_alias,True,5,5,5,2,0,0,0,0,2,1,1,1,0,0,0,0
2872031000,인천광역시,옹진군,북도면,2024-12-31,옹진군,북도면,one_to_one_mapped,unique_exact_dong_name,True,13,11,4,3,0,0,0,0,7,7,6,5,0,0,0,0
2872031500,인천광역시,옹진군,북도면장봉출장소,2024-12-31,옹진군,장봉출장소,one_to_one_mapped,documented_parent_prefix_alias,True,16,9,6,3,3,3,3,0,0,0,0,0,0,0,0,0
2872033000,인천광역시,옹진군,백령면,2024-12-31,옹진군,백령면,one_to_one_mapped,unique_exact_dong_name,True,42,26,19,8,3,2,1,0,25,11,6,4,1,0,0,0
2872034000,인천광역시,옹진군,대청면,2024-12-31,옹진군,대청면,one_to_one_mapped,unique_exact_dong_name,True,18,10,5,3,1,1,0,0,11,3,2,1,1,0,0,0
2872034500,인천광역시,옹진군,대청면소청출장소,2024-12-31,옹진군,소청출장소,one_to_one_mapped,documented_parent_prefix_alias,True,3,1,1,0,0,0,0,0,2,0,0,0,3,0,0,0
2872035000,인천광역시,옹진군,덕적면,2024-12-31,옹진군,덕적면,one_to_one_mapped,unique_exact_dong_name,True,45,27,14,8,2,2,0,0,28,11,8,2,1,0,0,0
2872036000,인천광역시,옹진군,영흥면,2024-12-31,옹진군,영흥면,one_to_one_mapped,unique_exact_dong_name,True,166,90,44,16,10,3,1,0,93,37,16,4,17,0,0,0
2872037000,인천광역시,옹진군,자월면,2024-12-31,옹진군,자월면,one_to_one_mapped,unique_exact_dong_name,True,11,8,6,3,0,0,0,0,1,1,0,0,0,0,0,0
2872037500,인천광역시,옹진군,자월면이작출장소,2024-12-31,옹진군,자월면 이작출장소,one_to_one_mapped,unique_normalized_punctuation_name,True,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2872038000,인천광역시,옹진군,연평면,2024-12-31,옹진군,연평면,one_to_one_mapped,unique_exact_dong_name,True,26,12,6,3,2,1,1,0,11,5,0,0,3,0,0,0
