observation_id,source_dataset,source_name,source_file,source_url,source_as_of_date,source_sheet,source_row,source_facility_code,source_service_code,facility_name,category_major,category_detail,facility_form,legal_basis,operator_name,district_source,district,legal_dong,address,postal_code,phone,capacity,current_occupancy,staff_count,latitude,longitude,designation_date,installation_date,status,source_note
obs_d0bf26e58448c1dd,incheon_welfare,인천광역시_사회복지시설 현황_20250131,incheon_welfare_facilities_20250131.csv,https://www.data.go.kr/data/15045181/fileData.do,2025-01-31,CSV,2,,,강화지역자활센터,지역복지,지역자활센터,이용,국민기초생활보장법,,강화군,강화군,강화읍,인천광역시 강화군 강화읍 충렬사로 155,,032-934-1189,,,,,,,,,
obs_4cce4e11fd7107ec,incheon_welfare,인천광역시_사회복지시설 현황_20250131,incheon_welfare_facilities_20250131.csv,https://www.data.go.kr/data/15045181/fileData.do,2025-01-31,CSV,3,,,중구지역자활센터,지역복지,지역자활센터,이용,국민기초생활보장법,,중구,중구,,인천광역시 중구 제물량로 132-2,,032-763-1988,,,,,,,,,
obs_cb64fd3ada9ef139,incheon_welfare,인천광역시_사회복지시설 현황_20250131,incheon_welfare_facilities_20250131.csv,https://www.data.go.kr/data/15045181/fileData.do,2025-01-31,CSV,4,,,동구지역자활센터,지역복지,지역자활센터,이용,국민기초생활보장법,,동구,동구,송림동,"인천광역시 동구 송림로 78,5층(송림동)",,032-761-0766,,,,,,,,,
obs_aedb0e3de6278d38,incheon_welfare,인천광역시_사회복지시설 현황_20250131,incheon_welfare_facilities_20250131.csv,https://www.data.go.kr/data/15045181/fileData.do,2025-01-31,CSV,5,,,희망지역자활센터,지역복지,지역자활센터,이용,국민기초생활보장법,,미추홀구,미추홀구,,"인천광역시 미추홀구 송림로 249, 4층",,032-867-8414,,,,,,,,,
obs_c8b38332dd38372f,incheon_welfare,인천광역시_사회복지시설 현황_20250131,incheon_welfare_facilities_20250131.csv,https://www.data.go.kr/data/15045181/fileData.do,2025-01-31,CSV,6,,,미추홀지역자활센터,지역복지,지역자활센터,이용,국민기초생활보장법,,미추홀구,미추홀구,,"인천광역시 미추홀구 인주대로 493, 3층",,032-888-0231,,,,,,,,,
obs_ed555f0ea3fb8cf4,incheon_welfare,인천광역시_사회복지시설 현황_20250131,incheon_welfare_facilities_20250131.csv,https://www.data.go.kr/data/15045181/fileData.do,2025-01-31,CSV,7,,,연수지역자활센터,지역복지,지역자활센터,이용,국민기초생활보장법,,연수구,연수구,,인천광역시 연수구 청명로3번길 8-5,,032-816-1995,,,,,,,,,
obs_f0c253d3a420d43f,incheon_welfare,인천광역시_사회복지시설 현황_20250131,incheon_welfare_facilities_20250131.csv,https://www.data.go.kr/data/15045181/fileData.do,2025-01-31,CSV,8,,,남동지역자활센터,지역복지,지역자활센터,이용,국민기초생활보장법,,남동구,남동구,,인천광역시 남동구 만수로 12-6,,032-422-4318,,,,,,,,,
obs_cbb7862e4962b374,incheon_welfare,인천광역시_사회복지시설 현황_20250131,incheon_welfare_facilities_20250131.csv,https://www.data.go.kr/data/15045181/fileData.do,2025-01-31,CSV,9,,,부평지역자활센터,지역복지,지역자활센터,이용,국민기초생활보장법,,부평구,부평구,,"인천광역시 부평구 후정동로 6, 3층",,032-291-7400,,,,,,,,,
obs_e5dea424be0e3edc,incheon_welfare,인천광역시_사회복지시설 현황_20250131,incheon_welfare_facilities_20250131.csv,https://www.data.go.kr/data/15045181/fileData.do,2025-01-31,CSV,10,,,부평남부지역자활센터,지역복지,지역자활센터,이용,국민기초생활보장법,,부평구,부평구,,"인천광역시 부평구 후정동로 6, 2층",,032-291-3500,,,,,,,,,
obs_501a2e9dbdcbeb9c,incheon_welfare,인천광역시_사회복지시설 현황_20250131,incheon_welfare_facilities_20250131.csv,https://www.data.go.kr/data/15045181/fileData.do,2025-01-31,CSV,11,,,계양지역자활센터,지역복지,지역자활센터,이용,국민기초생활보장법,,계양구,계양구,,인천광역시 계양구 계양산로102번길 5,,032-543-3370,,,,,,,,,
